SUM_Measure_1,SUM_Measure_2,SUM_Measure_3,SUM_Measure_4,SUM_Measure_5,SUM_Measure_6,SUM_Measure_7,SUM_Measure_8,SUM_Measure_9,SUM_Measure_10,CNT_Measure_1,CNT_Measure_2,CNT_Measure_3,CNT_Measure_4,CNT_Measure_5,AVG_Measure_1,AVG_Measure_2,AVG_Measure_3,AVG_Measure_4,AVG_Measure_5,Key_Dim_1,Key_Dim_2,Key_Dim_3,Key_Dim_4,Key_Dim_5,Key_Dim_6,Key_Dim_7,Key_Dim_8,Key_Dim_9,Key_Dim_10,Other_Field_1,Other_Field_2,Other_Field_3,Other_Field_4,Other_Field_5,Other_Field_6,Other_Field_7,Other_Field_8,Other_Field_9,Other_Field_10,DateKey
407621.05,384957.32,22663.73,122032.28,,,,,,,20,134,,,,0.0556,30.3,,,,Government,QLD,Payable,EFT,,,,,,,Global Tech,INV-00020,Overdue 30 days,,,,,,,,2024-07-13
61372.98,56549.06,4823.92,11839.5,,,,,,,21,197,,,,0.0786,12.1,,,,Wholesale,NSW,Payable,Credit Card,,,,,,,Delta Force Services,INV-00021,Under review,,,,,,,,2023-12-17
358362.9,205521.12,152841.78,56707.73,,,,,,,22,125,,,,0.4265,33.0,,,,Government,WA,Receivable,Cheque,,,,,,,Southern Cross Ltd,INV-00022,Overdue 30 days,,,,,,,,2024-08-14
150744.54,136378.59,14365.95,39445.02,,,,,,,23,120,,,,0.0953,72.0,,,,Government,WA,Receivable,EFT,,,,,,,Titan Resources,INV-00023,Paid on time,,,,,,,,2024-07-30
64630.09,51115.94,13514.15,18479.4,,,,,,,24,133,,,,0.2091,16.7,,,,Corporate,SA,Accrual,Cheque,,,,,,,Sunrise Holdings,INV-00024,,,,,,,,,2024-09-10
148542.72,105183.1,43359.62,18633.81,,,,,,,25,189,,,,0.2919,27.4,,,,Government,VIC,Accrual,EFT,,,,,,,Metro Solutions,INV-00025,Credit note issued,,,,,,,,2023-05-01
420010.91,361671.39,58339.52,96788.78,,,,,,,26,138,,,,0.1389,117.2,,,,Government,NSW,Receivable,Direct Debit,,,,,,,Nexus Digital,INV-00026,Overdue 30 days,,,,,,,,2024-04-08
227809.78,186234.5,41575.28,30601.48,,,,,,,27,121,,,,0.1825,70.8,,,,Corporate,QLD,Receivable,Direct Debit,,,,,,,Southern Cross Ltd,INV-00027,Credit note issued,,,,,,,,2024-10-03
313872.86,295228.81,18644.05,76759.87,,,,,,,28,164,,,,0.0594,104.5,,,,Government,QLD,Receivable,Direct Debit,,,,,,,Frontier Co,INV-00028,Overdue 30 days,,,,,,,,2024-01-08
389091.81,237890.73,151201.08,40597.87,,,,,,,29,105,,,,0.3886,70.0,,,,Retail,SA,Receivable,EFT,,,,,,,Metro Solutions,INV-00029,Paid on time,,,,,,,,2023-03-21
456853.26,292066.29,164786.97,131984.58,,,,,,,30,130,,,,0.3607,78.2,,,,Corporate,QLD,Accrual,EFT,,,,,,,Eclipse Group,INV-00030,Paid on time,,,,,,,,2023-06-27
454438.52,368367.86,86070.66,62933.24,,,,,,,31,126,,,,0.1894,29.1,,,,Wholesale,VIC,Payable,EFT,,,,,,,Global Tech,INV-00031,Paid on time,,,,,,,,2024-01-19
457640.69,287352.59,170288.1,77254.55,,,,,,,32,107,,,,0.3721,22.5,,,,Wholesale,QLD,Payable,Cheque,,,,,,,Nexus Digital,INV-00032,,,,,,,,,2023-02-04
151716.35,119567.66,32148.69,30473.55,,,,,,,33,170,,,,0.2119,98.9,,,,Corporate,VIC,Accrual,Credit Card,,,,,,,Catalyst Ventures,INV-00033,Paid on time,,,,,,,,2023-07-17
443816.16,369343.81,74472.35,66243.09,,,,,,,34,120,,,,0.1678,75.1,,,,Wholesale,NSW,Accrual,EFT,,,,,,,Greenfield Enterprises,INV-00034,Credit note issued,,,,,,,,2024-07-05
499919.55,428830.99,71088.56,62622.48,,,,,,,35,200,,,,0.1422,39.6,,,,Corporate,NSW,Receivable,EFT,,,,,,,Delta Force Services,INV-00035,Disputed,,,,,,,,2024-09-04
226769.81,133091.2,93678.61,50421.29,,,,,,,36,178,,,,0.4131,24.7,,,,Retail,NSW,Receivable,Credit Card,,,,,,,Omega Technologies,INV-00036,Overdue 30 days,,,,,,,,2023-07-22
83864.28,64248.42,19615.86,18248.84,,,,,,,37,135,,,,0.2339,27.6,,,,Retail,WA,Receivable,Cheque,,,,,,,Precision Works,INV-00037,Under review,,,,,,,,2024-08-02
141417.26,108990.28,32426.98,31737.83,,,,,,,38,112,,,,0.2293,74.5,,,,Wholesale,WA,Payable,EFT,,,,,,,Nexus Digital,INV-00038,Paid on time,,,,,,,,2023-04-13
266727.91,228639.16,38088.75,48052.75,,,,,,,39,154,,,,0.1428,104.0,,,,Corporate,WA,Payable,Credit Card,,,,,,,Clarity Health,INV-00039,Credit note issued,,,,,,,,2024-10-06
463014.29,393238.04,69776.25,55828.93,,,,,,,40,118,,,,0.1507,87.1,,,,Government,NSW,Payable,Credit Card,,,,,,,Acme Corp,INV-00040,Under review,,,,,,,,2024-08-07
316891.17,217419.03,99472.14,87421.37,,,,,,,41,134,,,,0.3139,44.7,,,,Wholesale,QLD,Receivable,Credit Card,,,,,,,Metro Solutions,INV-00041,,,,,,,,,2023-04-19
78257.57,52714.3,25543.27,21287.0,,,,,,,42,145,,,,0.3264,11.1,,,,Retail,QLD,Receivable,Credit Card,,,,,,,Sunrise Holdings,INV-00042,Credit note issued,,,,,,,,2024-10-17
97280.36,83164.98,14115.38,26096.74,,,,,,,43,166,,,,0.1451,103.6,,,,Government,SA,Payable,Credit Card,,,,,,,Southern Cross Ltd,INV-00043,Overdue 30 days,,,,,,,,2024-09-11
488221.14,390723.38,97497.76,121200.8,,,,,,,44,116,,,,0.1997,26.9,,,,Retail,SA,Accrual,Credit Card,,,,,,,Nexus Digital,INV-00044,Disputed,,,,,,,,2024-10-05
409052.76,336036.84,73015.92,117133.96,,,,,,,45,114,,,,0.1785,75.0,,,,Retail,QLD,Accrual,Direct Debit,,,,,,,Omega Technologies,INV-00045,Under review,,,,,,,,2024-03-17
271719.19,216587.37,55131.82,58396.86,,,,,,,46,126,,,,0.2029,106.9,,,,Wholesale,SA,Accrual,Direct Debit,,,,,,,Greenfield Enterprises,INV-00046,Under review,,,,,,,,2024-01-02
442673.19,253607.47,189065.72,58957.8,,,,,,,47,159,,,,0.4271,88.8,,,,Corporate,WA,Payable,EFT,,,,,,,Phoenix Rising,INV-00047,Disputed,,,,,,,,2024-10-13
276555.28,175944.47,100610.81,68322.48,,,,,,,48,167,,,,0.3638,31.1,,,,Wholesale,QLD,Accrual,Direct Debit,,,,,,,Nexus Digital,INV-00048,Overdue 30 days,,,,,,,,2023-05-19
232038.86,204472.64,27566.22,57529.68,,,,,,,49,134,,,,0.1188,53.8,,,,Wholesale,SA,Receivable,Cheque,,,,,,,North Star Group,INV-00049,Paid on time,,,,,,,,2024-10-14
443703.16,290714.31,152988.85,51483.15,,,,,,,50,174,,,,0.3448,53.1,,,,Wholesale,VIC,Receivable,Cheque,,,,,,,Acme Corp,INV-00050,Under review,,,,,,,,2024-06-30
132507.97,87230.0,45277.97,30839.59,,,,,,,51,181,,,,0.3417,54.6,,,,Corporate,WA,Receivable,Direct Debit,,,,,,,Apex Industries,INV-00051,Credit note issued,,,,,,,,2023-09-15
446365.35,308706.28,137659.07,52728.22,,,,,,,52,121,,,,0.3084,97.2,,,,Wholesale,QLD,Receivable,Cheque,,,,,,,Eclipse Group,INV-00052,Credit note issued,,,,,,,,2023-06-29
317309.74,201428.22,115881.52,70156.2,,,,,,,53,183,,,,0.3652,55.9,,,,Wholesale,WA,Receivable,Credit Card,,,,,,,Crystal Clear Systems,INV-00053,Overdue 30 days,,,,,,,,2023-01-01
168024.29,103771.8,64252.49,28318.52,,,,,,,54,106,,,,0.3824,115.9,,,,Corporate,WA,Receivable,Credit Card,,,,,,,Pacific Innovations,INV-00054,Overdue 30 days,,,,,,,,2023-10-19
341157.16,321540.62,19616.54,49918.07,,,,,,,55,109,,,,0.0575,15.5,,,,Retail,SA,Receivable,Credit Card,,,,,,,Greenfield Enterprises,INV-00055,Paid on time,,,,,,,,2024-07-05
328634.13,294521.91,34112.22,52442.03,,,,,,,56,159,,,,0.1038,20.3,,,,Wholesale,WA,Receivable,EFT,,,,,,,Crystal Clear Systems,INV-00056,Under review,,,,,,,,2024-06-25
114604.77,86606.82,27997.95,12314.78,,,,,,,57,151,,,,0.2443,40.9,,,,Retail,WA,Receivable,Direct Debit,,,,,,,Crystal Clear Systems,INV-00057,Paid on time,,,,,,,,2024-02-05
176621.09,117717.96,58903.13,42856.34,,,,,,,58,145,,,,0.3335,11.1,,,,Corporate,VIC,Payable,Credit Card,,,,,,,Apex Industries,INV-00058,Disputed,,,,,,,,2024-03-09
90559.27,56101.47,34457.8,20992.27,,,,,,,59,128,,,,0.3805,84.1,,,,Wholesale,VIC,Payable,EFT,,,,,,,Acme Corp,INV-00059,,,,,,,,,2024-09-24
166538.84,110748.33,55790.51,48795.8,,,,,,,60,138,,,,0.335,25.1,,,,Wholesale,NSW,Payable,Cheque,,,,,,,Southern Cross Ltd,INV-00060,Disputed,,,,,,,,2023-04-30
461926.93,402476.93,59450.0,62699.85,,,,,,,61,160,,,,0.1287,82.4,,,,Government,SA,Payable,Direct Debit,,,,,,,Crystal Clear Systems,INV-00061,Under review,,,,,,,,2024-03-08
436393.88,378178.94,58214.94,65547.05,,,,,,,62,137,,,,0.1334,29.8,,,,Retail,QLD,Payable,EFT,,,,,,,Omega Technologies,INV-00062,Disputed,,,,,,,,2023-12-15
95039.05,69359.5,25679.55,9879.74,,,,,,,63,111,,,,0.2702,101.9,,,,Government,SA,Accrual,Credit Card,,,,,,,Metro Solutions,INV-00063,Disputed,,,,,,,,2024-12-15
132238.45,78959.58,53278.87,20815.16,,,,,,,64,128,,,,0.4029,59.0,,,,Corporate,QLD,Receivable,Direct Debit,,,,,,,Metro Solutions,INV-00064,Paid on time,,,,,,,,2023-10-03
205407.7,130967.95,74439.75,53247.04,,,,,,,65,164,,,,0.3624,100.6,,,,Corporate,WA,Accrual,EFT,,,,,,,Metro Solutions,INV-00065,Disputed,,,,,,,,2023-10-28
397719.89,319011.12,78708.77,57700.76,,,,,,,66,197,,,,0.1979,25.0,,,,Retail,QLD,Accrual,Direct Debit,,,,,,,Metro Solutions,INV-00066,Paid on time,,,,,,,,2024-06-12
245243.05,163724.26,81518.79,27625.12,,,,,,,67,101,,,,0.3324,117.7,,,,Retail,SA,Payable,Credit Card,,,,,,,Phoenix Rising,INV-00067,Disputed,,,,,,,,2024-10-02
448536.37,339676.59,108859.78,129502.0,,,,,,,68,122,,,,0.2427,20.1,,,,Corporate,VIC,Payable,EFT,,,,,,,Global Tech,INV-00068,Credit note issued,,,,,,,,2023-08-14
264630.02,243168.53,21461.49,62027.25,,,,,,,69,106,,,,0.0811,43.5,,,,Government,NSW,Payable,Credit Card,,,,,,,Delta Force Services,INV-00069,Credit note issued,,,,,,,,2024-06-19
167865.81,145220.71,22645.1,18506.51,,,,,,,70,193,,,,0.1349,51.3,,,,Government,QLD,Payable,Cheque,,,,,,,Crystal Clear Systems,INV-00070,Overdue 30 days,,,,,,,,2023-05-15
355746.47,282782.87,72963.6,52212.2,,,,,,,71,170,,,,0.2051,111.7,,,,Retail,QLD,Accrual,Cheque,,,,,,,Nexus Digital,INV-00071,Under review,,,,,,,,2024-06-15
217745.15,161784.65,55960.5,48292.77,,,,,,,72,104,,,,0.257,113.2,,,,Wholesale,WA,Payable,Credit Card,,,,,,,Eclipse Group,INV-00072,Under review,,,,,,,,2023-01-12
399681.93,330457.02,69224.91,43246.36,,,,,,,73,158,,,,0.1732,81.5,,,,Government,NSW,Payable,Credit Card,,,,,,,Greenfield Enterprises,INV-00073,Overdue 30 days,,,,,,,,2024-03-14
64969.79,38345.17,26624.62,9458.22,,,,,,,74,131,,,,0.4098,58.9,,,,Government,SA,Accrual,Credit Card,,,,,,,Apex Industries,INV-00074,Under review,,,,,,,,2024-02-10
267371.14,206945.26,60425.88,38019.66,,,,,,,75,151,,,,0.226,61.8,,,,Retail,SA,Receivable,Credit Card,,,,,,,Frontier Co,INV-00075,Paid on time,,,,,,,,2024-03-06
234640.68,142426.89,92213.79,66226.14,,,,,,,76,182,,,,0.393,40.9,,,,Retail,SA,Receivable,Direct Debit,,,,,,,Phoenix Rising,INV-00076,,,,,,,,,2024-06-03
243908.56,210444.31,33464.25,61461.42,,,,,,,77,186,,,,0.1372,75.8,,,,Retail,WA,Payable,Credit Card,,,,,,,Eclipse Group,INV-00077,Overdue 30 days,,,,,,,,2023-07-29
187105.97,116885.1,70220.87,44769.8,,,,,,,78,188,,,,0.3753,78.0,,,,Government,WA,Receivable,Cheque,,,,,,,Precision Works,INV-00078,Disputed,,,,,,,,2023-01-23
429729.13,298790.66,130938.47,92048.13,,,,,,,79,117,,,,0.3047,101.1,,,,Government,NSW,Payable,Direct Debit,,,,,,,Catalyst Ventures,INV-00079,,,,,,,,,2023-03-21
295279.27,233093.46,62185.81,72242.35,,,,,,,80,103,,,,0.2106,54.8,,,,Wholesale,VIC,Receivable,EFT,,,,,,,Summit Consulting,INV-00080,Paid on time,,,,,,,,2024-08-14
468919.65,318630.9,150288.75,129389.92,,,,,,,81,160,,,,0.3205,31.1,,,,Wholesale,SA,Accrual,EFT,,,,,,,Clarity Health,INV-00081,Credit note issued,,,,,,,,2024-07-03
468719.93,353321.08,115398.85,99542.27,,,,,,,82,153,,,,0.2462,87.3,,,,Wholesale,VIC,Payable,EFT,,,,,,,Delta Force Services,INV-00082,,,,,,,,,2023-01-07
290252.06,180275.55,109976.51,46902.47,,,,,,,83,133,,,,0.3789,28.9,,,,Corporate,VIC,Receivable,Credit Card,,,,,,,Nexus Digital,INV-00083,,,,,,,,,2024-08-28
291003.01,165435.21,125567.8,42743.54,,,,,,,84,111,,,,0.4315,84.2,,,,Wholesale,QLD,Payable,EFT,,,,,,,Sunrise Holdings,INV-00084,Disputed,,,,,,,,2024-01-03
398789.34,281465.52,117323.82,73261.33,,,,,,,85,103,,,,0.2942,119.3,,,,Wholesale,NSW,Accrual,Cheque,,,,,,,Titan Resources,INV-00085,Overdue 30 days,,,,,,,,2023-07-14
50896.29,43088.8,7807.49,11271.07,,,,,,,86,120,,,,0.1534,115.4,,,,Corporate,VIC,Accrual,Cheque,,,,,,,Clarity Health,INV-00086,Paid on time,,,,,,,,2023-02-25
363818.63,231716.09,132102.54,86860.81,,,,,,,87,194,,,,0.3631,18.3,,,,Retail,WA,Payable,EFT,,,,,,,Summit Consulting,INV-00087,,,,,,,,,2024-01-21
479231.67,403321.37,75910.3,69181.31,,,,,,,88,114,,,,0.1584,47.8,,,,Retail,NSW,Payable,Cheque,,,,,,,Catalyst Ventures,INV-00088,Credit note issued,,,,,,,,2024-11-04
113862.59,69456.18,44406.41,23023.07,,,,,,,89,142,,,,0.39,10.2,,,,Government,NSW,Receivable,Direct Debit,,,,,,,Global Tech,INV-00089,Credit note issued,,,,,,,,2023-06-09
235519.83,195646.32,39873.51,44572.91,,,,,,,90,106,,,,0.1693,32.4,,,,Retail,SA,Accrual,EFT,,,,,,,Delta Force Services,INV-00090,Paid on time,,,,,,,,2024-02-16
117600.19,103935.05,13665.14,34006.9,,,,,,,91,170,,,,0.1162,29.1,,,,Corporate,QLD,Accrual,Cheque,,,,,,,Catalyst Ventures,INV-00091,Under review,,,,,,,,2024-11-07
432796.54,331911.67,100884.87,87973.7,,,,,,,92,184,,,,0.2331,73.7,,,,Corporate,SA,Receivable,Direct Debit,,,,,,,Precision Works,INV-00092,Disputed,,,,,,,,2023-04-01
83867.89,61567.42,22300.47,15481.72,,,,,,,93,175,,,,0.2659,85.4,,,,Government,NSW,Receivable,Direct Debit,,,,,,,Summit Consulting,INV-00093,Overdue 30 days,,,,,,,,2023-05-16
57000.2,53397.79,3602.41,7221.57,,,,,,,94,102,,,,0.0632,36.4,,,,Retail,WA,Receivable,Credit Card,,,,,,,Crystal Clear Systems,INV-00094,Paid on time,,,,,,,,2024-11-19
455609.73,384625.73,70984.0,70102.25,,,,,,,95,141,,,,0.1558,98.3,,,,Government,VIC,Accrual,Cheque,,,,,,,Velocity Partners,INV-00095,Credit note issued,,,,,,,,2024-11-27
419594.12,317297.07,102297.05,42451.99,,,,,,,96,122,,,,0.2438,11.2,,,,Corporate,VIC,Payable,Credit Card,,,,,,,Clarity Health,INV-00096,Disputed,,,,,,,,2023-08-09
233519.83,220115.79,13404.04,27556.5,,,,,,,97,119,,,,0.0574,115.3,,,,Government,QLD,Receivable,EFT,,,,,,,Metro Solutions,INV-00097,Credit note issued,,,,,,,,2023-09-30
306444.3,241478.11,64966.19,80678.35,,,,,,,98,190,,,,0.212,16.5,,,,Government,WA,Receivable,Credit Card,,,,,,,Catalyst Ventures,INV-00098,Disputed,,,,,,,,2023-09-06
218944.68,196349.59,22595.09,55386.66,,,,,,,99,188,,,,0.1032,43.9,,,,Corporate,QLD,Receivable,Direct Debit,,,,,,,Southern Cross Ltd,INV-00099,Credit note issued,,,,,,,,2023-03-23
364960.54,227698.88,137261.66,94143.24,,,,,,,100,199,,,,0.3761,113.6,,,,Retail,VIC,Payable,Cheque,,,,,,,Phoenix Rising,INV-00100,Credit note issued,,,,,,,,2023-05-31
103485.4,62122.29,41363.11,22144.96,,,,,,,101,163,,,,0.3997,37.4,,,,Corporate,QLD,Accrual,Direct Debit,,,,,,,Crystal Clear Systems,INV-00101,Paid on time,,,,,,,,2023-07-22
482328.59,413693.23,68635.36,51941.04,,,,,,,102,151,,,,0.1423,98.7,,,,Government,QLD,Accrual,EFT,,,,,,,Blue Ocean Pty Ltd,INV-00102,Disputed,,,,,,,,2024-08-18
189685.37,118249.86,71435.51,55683.68,,,,,,,103,185,,,,0.3766,109.6,,,,Wholesale,NSW,Payable,Credit Card,,,,,,,Momentum Capital,INV-00103,Credit note issued,,,,,,,,2024-02-01
133033.5,75230.44,57803.06,28300.9,,,,,,,104,116,,,,0.4345,11.2,,,,Government,WA,Receivable,Direct Debit,,,,,,,Eclipse Group,INV-00104,Credit note issued,,,,,,,,2024-02-22
129614.32,76861.29,52753.03,22733.19,,,,,,,105,175,,,,0.407,110.0,,,,Wholesale,SA,Accrual,Credit Card,,,,,,,Apex Industries,INV-00105,Disputed,,,,,,,,2024-07-20
380661.73,229881.62,150780.11,68505.2,,,,,,,106,165,,,,0.3961,61.0,,,,Government,WA,Accrual,Credit Card,,,,,,,Greenfield Enterprises,INV-00106,Overdue 30 days,,,,,,,,2023-01-13
185498.54,157896.36,27602.18,38034.32,,,,,,,107,106,,,,0.1488,67.6,,,,Corporate,SA,Receivable,EFT,,,,,,,Velocity Partners,INV-00107,Paid on time,,,,,,,,2024-09-09
287546.09,251372.79,36173.3,72716.72,,,,,,,108,110,,,,0.1258,27.0,,,,Wholesale,WA,Receivable,EFT,,,,,,,Acme Corp,INV-00108,Under review,,,,,,,,2023-10-24
183870.88,126705.42,57165.46,42592.75,,,,,,,109,159,,,,0.3109,112.3,,,,Wholesale,SA,Accrual,EFT,,,,,,,North Star Group,INV-00109,,,,,,,,,2024-10-29
347600.74,211619.33,135981.41,95292.32,,,,,,,110,193,,,,0.3912,112.9,,,,Retail,VIC,Payable,EFT,,,,,,,Acme Corp,INV-00110,Paid on time,,,,,,,,2024-06-12
415187.33,312096.32,103091.01,54165.82,,,,,,,111,181,,,,0.2483,102.8,,,,Government,VIC,Receivable,Direct Debit,,,,,,,Precision Works,INV-00111,Disputed,,,,,,,,2024-11-18
222685.0,197321.18,25363.82,57270.32,,,,,,,112,189,,,,0.1139,24.9,,,,Retail,QLD,Accrual,Credit Card,,,,,,,Global Tech,INV-00112,Credit note issued,,,,,,,,2023-07-07
155089.51,95736.75,59352.76,16469.89,,,,,,,113,162,,,,0.3827,119.3,,,,Government,SA,Receivable,Cheque,,,,,,,Titan Resources,INV-00113,Credit note issued,,,,,,,,2024-02-15
106296.06,61109.6,45186.46,30616.77,,,,,,,114,199,,,,0.4251,70.0,,,,Retail,QLD,Payable,Credit Card,,,,,,,Acme Corp,INV-00114,Under review,,,,,,,,2024-04-30
346496.79,295076.67,51420.12,99461.4,,,,,,,115,157,,,,0.1484,77.7,,,,Government,NSW,Accrual,Direct Debit,,,,,,,Eclipse Group,INV-00115,Disputed,,,,,,,,2024-05-06
118820.84,76544.39,42276.45,33634.66,,,,,,,116,182,,,,0.3558,116.0,,,,Corporate,NSW,Payable,Credit Card,,,,,,,North Star Group,INV-00116,Overdue 30 days,,,,,,,,2023-09-21
104232.19,92214.22,12017.97,15124.89,,,,,,,117,109,,,,0.1153,82.2,,,,Government,SA,Payable,Direct Debit,,,,,,,Sunrise Holdings,INV-00117,Under review,,,,,,,,2023-02-23
273290.29,205432.31,67857.98,62439.38,,,,,,,118,109,,,,0.2483,64.6,,,,Corporate,NSW,Receivable,Direct Debit,,,,,,,Pacific Innovations,INV-00118,Credit note issued,,,,,,,,2024-11-10
130702.39,121814.63,8887.76,31238.13,,,,,,,119,179,,,,0.068,91.9,,,,Retail,SA,Receivable,Direct Debit,,,,,,,Apex Industries,INV-00119,Paid on time,,,,,,,,2024-04-15
68141.65,56605.27,11536.38,9319.71,,,,,,,120,137,,,,0.1693,103.7,,,,Corporate,QLD,Payable,Cheque,,,,,,,Titan Resources,INV-00120,Credit note issued,,,,,,,,2023-01-01
400878.83,301701.41,99177.42,42146.21,,,,,,,121,195,,,,0.2474,115.5,,,,Government,VIC,Receivable,Cheque,,,,,,,Pacific Innovations,INV-00121,Under review,,,,,,,,2024-12-09
426623.31,334728.65,91894.66,49165.46,,,,,,,122,196,,,,0.2154,76.9,,,,Government,NSW,Accrual,Cheque,,,,,,,Pacific Innovations,INV-00122,Overdue 30 days,,,,,,,,2024-12-12
157501.53,108203.55,49297.98,42962.57,,,,,,,123,175,,,,0.313,48.2,,,,Corporate,QLD,Payable,Credit Card,,,,,,,Southern Cross Ltd,INV-00123,Under review,,,,,,,,2024-09-11
416274.37,302506.58,113767.79,71101.14,,,,,,,124,100,,,,0.2733,47.9,,,,Retail,NSW,Payable,Direct Debit,,,,,,,Southern Cross Ltd,INV-00124,Disputed,,,,,,,,2024-09-26
226580.28,182102.57,44477.71,49950.86,,,,,,,125,114,,,,0.1963,111.4,,,,Retail,WA,Payable,EFT,,,,,,,Global Tech,INV-00125,Disputed,,,,,,,,2023-01-12
314524.49,186544.48,127980.01,81849.3,,,,,,,126,191,,,,0.4069,44.3,,,,Corporate,NSW,Accrual,Cheque,,,,,,,Acme Corp,INV-00126,Paid on time,,,,,,,,2024-09-10
465403.73,309633.1,155770.63,60466.31,,,,,,,127,110,,,,0.3347,98.5,,,,Retail,VIC,Accrual,Direct Debit,,,,,,,Summit Consulting,INV-00127,Paid on time,,,,,,,,2023-02-10
157346.33,126081.61,31264.72,41563.59,,,,,,,128,170,,,,0.1987,53.9,,,,Corporate,NSW,Accrual,Direct Debit,,,,,,,Titan Resources,INV-00128,Credit note issued,,,,,,,,2023-01-13
